id,date,time,field,away_team_id,home_team_id,week,division,status,away_score,home_score,demo
g-w4-56g-8,2026-09-19,14:00,Town F Gym,t-town-f-56g-red,t-town-e-56g-red,4,5th/6th Grade Girls,scheduled,,,true
g-w5-3b-1,2026-09-26,09:00,Town E Gym,t-mineola-3b-red,t-town-e-3b-blue,5,3rd Grade Boys,scheduled,,,true
g-w5-3g-1,2026-09-26,10:00,Town E Gym,t-mineola-3g-red,t-town-e-3g-blue,5,3rd Grade Girls,scheduled,,,true
g-w5-4b-1,2026-09-26,11:00,Town E Gym,t-mineola-4b-red,t-town-e-4b-blue,5,4th Grade Boys,scheduled,,,true
g-w5-4g-1,2026-09-26,12:00,Town E Gym,t-mineola-4g-red,t-town-e-4g-blue,5,4th Grade Girls,scheduled,,,true
g-w5-56b-1,2026-09-26,13:00,Town E Gym,t-mineola-56b-red,t-town-e-56b-blue,5,5th/6th Grade Boys,scheduled,,,true
g-w5-56g-1,2026-09-26,14:00,Town E Gym,t-mineola-56g-red,t-town-e-56g-blue,5,5th/6th Grade Girls,scheduled,,,true
g-w5-3b-2,2026-09-26,09:00,Town D Gym,t-town-f-3b-blue,t-town-d-3b-blue,5,3rd Grade Boys,scheduled,,,true
g-w5-3g-2,2026-09-26,10:00,Town D Gym,t-town-f-3g-blue,t-town-d-3g-blue,5,3rd Grade Girls,scheduled,,,true
g-w5-4b-2,2026-09-26,11:00,Town D Gym,t-town-f-4b-blue,t-town-d-4b-blue,5,4th Grade Boys,scheduled,,,true
g-w5-4g-2,2026-09-26,12:00,Town D Gym,t-town-f-4g-blue,t-town-d-4g-blue,5,4th Grade Girls,scheduled,,,true
g-w5-56b-2,2026-09-26,13:00,Town D Gym,t-town-f-56b-blue,t-town-d-56b-blue,5,5th/6th Grade Boys,scheduled,,,true
g-w5-56g-2,2026-09-26,14:00,Town D Gym,t-town-f-56g-blue,t-town-d-56g-blue,5,5th/6th Grade Girls,scheduled,,,true
g-w5-3b-3,2026-09-26,09:00,Town C Gym,t-town-g-3b-blue,t-town-c-3b-blue,5,3rd Grade Boys,scheduled,,,true
g-w5-3g-3,2026-09-26,10:00,Town C Gym,t-town-g-3g-blue,t-town-c-3g-blue,5,3rd Grade Girls,scheduled,,,true
g-w5-4b-3,2026-09-26,11:00,Town C Gym,t-town-g-4b-blue,t-town-c-4b-blue,5,4th Grade Boys,scheduled,,,true
g-w5-4g-3,2026-09-26,12:00,Town C Gym,t-town-g-4g-blue,t-town-c-4g-blue,5,4th Grade Girls,scheduled,,,true
g-w5-56b-3,2026-09-26,13:00,Town C Gym,t-town-g-56b-blue,t-town-c-56b-blue,5,5th/6th Grade Boys,scheduled,,,true
g-w5-56g-3,2026-09-26,14:00,Town C Gym,t-town-g-56g-blue,t-town-c-56g-blue,5,5th/6th Grade Girls,scheduled,,,true
g-w5-3b-4,2026-09-26,09:00,Town B Gym,t-mineola-3b-white,t-town-b-3b-blue,5,3rd Grade Boys,scheduled,,,true
g-w5-3g-4,2026-09-26,10:00,Town B Gym,t-mineola-3g-white,t-town-b-3g-blue,5,3rd Grade Girls,scheduled,,,true
g-w5-4b-4,2026-09-26,11:00,Town B Gym,t-mineola-4b-white,t-town-b-4b-blue,5,4th Grade Boys,scheduled,,,true
g-w5-4g-4,2026-09-26,12:00,Town B Gym,t-mineola-4g-white,t-town-b-4g-blue,5,4th Grade Girls,scheduled,,,true
g-w5-56b-4,2026-09-26,13:00,Town B Gym,t-mineola-56b-white,t-town-b-56b-blue,5,5th/6th Grade Boys,scheduled,,,true
g-w5-56g-4,2026-09-26,14:00,Town B Gym,t-mineola-56g-white,t-town-b-56g-blue,5,5th/6th Grade Girls,scheduled,,,true
g-w5-3b-5,2026-09-26,09:00,Mineola Community Gym,t-town-b-3b-white,t-mineola-3b-blue,5,3rd Grade Boys,scheduled,,,true
g-w5-3g-5,2026-09-26,10:00,Mineola Community Gym,t-town-b-3g-white,t-mineola-3g-blue,5,3rd Grade Girls,scheduled,,,true
g-w5-4b-5,2026-09-26,11:00,Mineola Community Gym,t-town-b-4b-white,t-mineola-4b-blue,5,4th Grade Boys,scheduled,,,true
g-w5-4g-5,2026-09-26,12:00,Mineola Community Gym,t-town-b-4g-white,t-mineola-4g-blue,5,4th Grade Girls,scheduled,,,true
g-w5-56b-5,2026-09-26,13:00,Mineola Community Gym,t-town-b-56b-white,t-mineola-56b-blue,5,5th/6th Grade Boys,scheduled,,,true
g-w5-56g-5,2026-09-26,14:00,Mineola Community Gym,t-town-b-56g-white,t-mineola-56g-blue,5,5th/6th Grade Girls,scheduled,,,true
g-w5-3b-6,2026-09-26,09:00,Town G Gym,t-town-b-3b-red,t-town-g-3b-red,5,3rd Grade Boys,scheduled,,,true
g-w5-3g-6,2026-09-26,10:00,Town G Gym,t-town-b-3g-red,t-town-g-3g-red,5,3rd Grade Girls,scheduled,,,true
g-w5-4b-6,2026-09-26,11:00,Town G Gym,t-town-b-4b-red,t-town-g-4b-red,5,4th Grade Boys,scheduled,,,true
g-w5-4g-6,2026-09-26,12:00,Town G Gym,t-town-b-4g-red,t-town-g-4g-red,5,4th Grade Girls,scheduled,,,true
g-w5-56b-6,2026-09-26,13:00,Town G Gym,t-town-b-56b-red,t-town-g-56b-red,5,5th/6th Grade Boys,scheduled,,,true
g-w5-56g-6,2026-09-26,14:00,Town G Gym,t-town-b-56g-red,t-town-g-56g-red,5,5th/6th Grade Girls,scheduled,,,true
g-w5-3b-7,2026-09-26,09:00,Town F Gym,t-town-c-3b-red,t-town-f-3b-red,5,3rd Grade Boys,scheduled,,,true
g-w5-3g-7,2026-09-26,10:00,Town F Gym,t-town-c-3g-red,t-town-f-3g-red,5,3rd Grade Girls,scheduled,,,true
g-w5-4b-7,2026-09-26,11:00,Town F Gym,t-town-c-4b-red,t-town-f-4b-red,5,4th Grade Boys,scheduled,,,true
g-w5-4g-7,2026-09-26,12:00,Town F Gym,t-town-c-4g-red,t-town-f-4g-red,5,4th Grade Girls,scheduled,,,true
g-w5-56b-7,2026-09-26,13:00,Town F Gym,t-town-c-56b-red,t-town-f-56b-red,5,5th/6th Grade Boys,scheduled,,,true
g-w5-56g-7,2026-09-26,14:00,Town F Gym,t-town-c-56g-red,t-town-f-56g-red,5,5th/6th Grade Girls,scheduled,,,true
g-w5-3b-8,2026-09-26,09:00,Mineola Elementary Gym,t-town-d-3b-red,t-town-e-3b-red,5,3rd Grade Boys,scheduled,,,true
g-w5-3g-8,2026-09-26,10:00,Mineola Elementary Gym,t-town-d-3g-red,t-town-e-3g-red,5,3rd Grade Girls,scheduled,,,true
g-w5-4b-8,2026-09-26,11:00,Mineola Elementary Gym,t-town-d-4b-red,t-town-e-4b-red,5,4th Grade Boys,scheduled,,,true
g-w5-4g-8,2026-09-26,12:00,Mineola Elementary Gym,t-town-d-4g-red,t-town-e-4g-red,5,4th Grade Girls,scheduled,,,true
g-w5-56b-8,2026-09-26,13:00,Mineola Elementary Gym,t-town-d-56b-red,t-town-e-56b-red,5,5th/6th Grade Boys,scheduled,,,true
g-w5-56g-8,2026-09-26,14:00,Mineola Elementary Gym,t-town-d-56g-red,t-town-e-56g-red,5,5th/6th Grade Girls,scheduled,,,true
g-w6-3b-1,2026-10-03,09:00,Mineola Community Gym,t-town-d-3b-blue,t-mineola-3b-red,6,3rd Grade Boys,scheduled,,,true
g-w6-3g-1,2026-10-03,10:00,Mineola Community Gym,t-town-d-3g-blue,t-mineola-3g-red,6,3rd Grade Girls,scheduled,,,true
g-w6-4b-1,2026-10-03,11:00,Mineola Community Gym,t-town-d-4b-blue,t-mineola-4b-red,6,4th Grade Boys,scheduled,,,true
g-w6-4g-1,2026-10-03,12:00,Mineola Community Gym,t-town-d-4g-blue,t-mineola-4g-red,6,4th Grade Girls,scheduled,,,true
g-w6-56b-1,2026-10-03,13:00,Mineola Community Gym,t-town-d-56b-blue,t-mineola-56b-red,6,5th/6th Grade Boys,scheduled,,,true
g-w6-56g-1,2026-10-03,14:00,Mineola Community Gym,t-town-d-56g-blue,t-mineola-56g-red,6,5th/6th Grade Girls,scheduled,,,true
g-w6-3b-2,2026-10-03,09:00,Town E Gym,t-town-c-3b-blue,t-town-e-3b-blue,6,3rd Grade Boys,scheduled,,,true
g-w6-3g-2,2026-10-03,10:00,Town E Gym,t-town-c-3g-blue,t-town-e-3g-blue,6,3rd Grade Girls,scheduled,,,true
g-w6-4b-2,2026-10-03,11:00,Town E Gym,t-town-c-4b-blue,t-town-e-4b-blue,6,4th Grade Boys,scheduled,,,true
g-w6-4g-2,2026-10-03,12:00,Town E Gym,t-town-c-4g-blue,t-town-e-4g-blue,6,4th Grade Girls,scheduled,,,true
g-w6-56b-2,2026-10-03,13:00,Town E Gym,t-town-c-56b-blue,t-town-e-56b-blue,6,5th/6th Grade Boys,scheduled,,,true
g-w6-56g-2,2026-10-03,14:00,Town E Gym,t-town-c-56g-blue,t-town-e-56g-blue,6,5th/6th Grade Girls,scheduled,,,true
g-w6-3b-3,2026-10-03,09:00,Town F Gym,t-town-b-3b-blue,t-town-f-3b-blue,6,3rd Grade Boys,scheduled,,,true
g-w6-3g-3,2026-10-03,10:00,Town F Gym,t-town-b-3g-blue,t-town-f-3g-blue,6,3rd Grade Girls,scheduled,,,true
g-w6-4b-3,2026-10-03,11:00,Town F Gym,t-town-b-4b-blue,t-town-f-4b-blue,6,4th Grade Boys,scheduled,,,true
g-w6-4g-3,2026-10-03,12:00,Town F Gym,t-town-b-4g-blue,t-town-f-4g-blue,6,4th Grade Girls,scheduled,,,true
g-w6-56b-3,2026-10-03,13:00,Town F Gym,t-town-b-56b-blue,t-town-f-56b-blue,6,5th/6th Grade Boys,scheduled,,,true
g-w6-56g-3,2026-10-03,14:00,Town F Gym,t-town-b-56g-blue,t-town-f-56g-blue,6,5th/6th Grade Girls,scheduled,,,true
g-w6-3b-4,2026-10-03,09:00,Town G Gym,t-mineola-3b-blue,t-town-g-3b-blue,6,3rd Grade Boys,scheduled,,,true
g-w6-3g-4,2026-10-03,10:00,Town G Gym,t-mineola-3g-blue,t-town-g-3g-blue,6,3rd Grade Girls,scheduled,,,true
g-w6-4b-4,2026-10-03,11:00,Town G Gym,t-mineola-4b-blue,t-town-g-4b-blue,6,4th Grade Boys,scheduled,,,true
g-w6-4g-4,2026-10-03,12:00,Town G Gym,t-mineola-4g-blue,t-town-g-4g-blue,6,4th Grade Girls,scheduled,,,true
g-w6-56b-4,2026-10-03,13:00,Town G Gym,t-mineola-56b-blue,t-town-g-56b-blue,6,5th/6th Grade Boys,scheduled,,,true
g-w6-56g-4,2026-10-03,14:00,Town G Gym,t-mineola-56g-blue,t-town-g-56g-blue,6,5th/6th Grade Girls,scheduled,,,true
g-w6-3b-5,2026-10-03,09:00,Mineola Elementary Gym,t-town-g-3b-red,t-mineola-3b-white,6,3rd Grade Boys,scheduled,,,true
g-w6-3g-5,2026-10-03,10:00,Mineola Elementary Gym,t-town-g-3g-red,t-mineola-3g-white,6,3rd Grade Girls,scheduled,,,true
g-w6-4b-5,2026-10-03,11:00,Mineola Elementary Gym,t-town-g-4b-red,t-mineola-4b-white,6,4th Grade Boys,scheduled,,,true
g-w6-4g-5,2026-10-03,12:00,Mineola Elementary Gym,t-town-g-4g-red,t-mineola-4g-white,6,4th Grade Girls,scheduled,,,true
g-w6-56b-5,2026-10-03,13:00,Mineola Elementary Gym,t-town-g-56b-red,t-mineola-56b-white,6,5th/6th Grade Boys,scheduled,,,true
g-w6-56g-5,2026-10-03,14:00,Mineola Elementary Gym,t-town-g-56g-red,t-mineola-56g-white,6,5th/6th Grade Girls,scheduled,,,true
g-w6-3b-6,2026-10-03,09:00,Town B Gym,t-town-f-3b-red,t-town-b-3b-white,6,3rd Grade Boys,scheduled,,,true
g-w6-3g-6,2026-10-03,10:00,Town B Gym,t-town-f-3g-red,t-town-b-3g-white,6,3rd Grade Girls,scheduled,,,true
g-w6-4b-6,2026-10-03,11:00,Town B Gym,t-town-f-4b-red,t-town-b-4b-white,6,4th Grade Boys,scheduled,,,true
g-w6-4g-6,2026-10-03,12:00,Town B Gym,t-town-f-4g-red,t-town-b-4g-white,6,4th Grade Girls,scheduled,,,true
g-w6-56b-6,2026-10-03,13:00,Town B Gym,t-town-f-56b-red,t-town-b-56b-white,6,5th/6th Grade Boys,scheduled,,,true
g-w6-56g-6,2026-10-03,14:00,Town B Gym,t-town-f-56g-red,t-town-b-56g-white,6,5th/6th Grade Girls,scheduled,,,true
g-w6-3b-7,2026-10-03,09:00,Town C Gym,t-town-e-3b-red,t-town-b-3b-red,6,3rd Grade Boys,scheduled,,,true
g-w6-3g-7,2026-10-03,10:00,Town C Gym,t-town-e-3g-red,t-town-b-3g-red,6,3rd Grade Girls,scheduled,,,true
g-w6-4b-7,2026-10-03,11:00,Town C Gym,t-town-e-4b-red,t-town-b-4b-red,6,4th Grade Boys,scheduled,,,true
g-w6-4g-7,2026-10-03,12:00,Town C Gym,t-town-e-4g-red,t-town-b-4g-red,6,4th Grade Girls,scheduled,,,true
g-w6-56b-7,2026-10-03,13:00,Town C Gym,t-town-e-56b-red,t-town-b-56b-red,6,5th/6th Grade Boys,scheduled,,,true
g-w6-56g-7,2026-10-03,14:00,Town C Gym,t-town-e-56g-red,t-town-b-56g-red,6,5th/6th Grade Girls,scheduled,,,true
g-w6-3b-8,2026-10-03,09:00,Town D Gym,t-town-d-3b-red,t-town-c-3b-red,6,3rd Grade Boys,scheduled,,,true
g-w6-3g-8,2026-10-03,10:00,Town D Gym,t-town-d-3g-red,t-town-c-3g-red,6,3rd Grade Girls,scheduled,,,true
g-w6-4b-8,2026-10-03,11:00,Town D Gym,t-town-d-4b-red,t-town-c-4b-red,6,4th Grade Boys,scheduled,,,true
g-w6-4g-8,2026-10-03,12:00,Town D Gym,t-town-d-4g-red,t-town-c-4g-red,6,4th Grade Girls,scheduled,,,true
g-w6-56b-8,2026-10-03,13:00,Town D Gym,t-town-d-56b-red,t-town-c-56b-red,6,5th/6th Grade Boys,scheduled,,,true
g-w6-56g-8,2026-10-03,14:00,Town D Gym,t-town-d-56g-red,t-town-c-56g-red,6,5th/6th Grade Girls,scheduled,,,true
