id,date,time,field,away_team_id,home_team_id,week,division,status,away_score,home_score
g-0176,2027-06-14,19:30,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",jefferson-messman,lm-rec-blm-white,3,U10,scheduled,,
g-0177,2027-06-14,18:00,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",waunakee-1-sheahan,waunakee-white-schneider,3,U10,scheduled,,
g-0178,2027-06-14,19:30,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",waunakee-1-sheahan,waunakee-white-schneider,3,U10,scheduled,,
g-0179,2027-06-14,18:00,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",waunakee-purple-hoffman,waunakee-3-o-connell,3,U10,scheduled,,
g-0180,2027-06-14,19:30,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",waunakee-purple-hoffman,waunakee-3-o-connell,3,U10,scheduled,,
g-0181,2027-06-14,18:00,"Waunakee High School 1001 South Street Waunakee, WI 53597",waunakee-2-hoffmann,wauankee-4-koga,3,U10,scheduled,,
g-0182,2027-06-14,19:30,"Waunakee High School 1001 South Street Waunakee, WI 53597",waunakee-2-hoffmann,wauankee-4-koga,3,U10,scheduled,,
g-0183,2027-06-14,18:00,"East Madison Little League 1010 North St, Madison, WI 53704",cg-navy-waltz,east-madison-kratz,3,U10,scheduled,,
g-0184,2027-06-14,19:30,"East Madison Little League 1010 North St, Madison, WI 53704",cg-navy-waltz,east-madison-kratz,3,U10,scheduled,,
g-0185,2027-06-14,18:00,"Meister Park 337 Middleton St, Columbus, WI 53925",waterloo-zimmermann,columbus-firebirds-guerrero,3,U10,scheduled,,
g-0186,2027-06-14,19:30,"Meister Park 337 Middleton St, Columbus, WI 53925",waterloo-zimmermann,columbus-firebirds-guerrero,3,U10,scheduled,,
g-0187,2027-06-14,18:00,"Cambridge High School - 403 Blue Jay Way, Cambridge",milton-wildcats-lanser,cambridge-white-johnson,3,U10,scheduled,,
g-0188,2027-06-14,19:30,"Cambridge High School - 403 Blue Jay Way, Cambridge",milton-wildcats-lanser,cambridge-white-johnson,3,U10,scheduled,,
g-0189,2027-06-14,18:00,504 De Clark St Beaver Dam. WI 53916,columbus-red-simerson,bdybs-gold-cederna,3,U10,scheduled,,
g-0190,2027-06-14,19:30,504 De Clark St Beaver Dam. WI 53916,columbus-red-simerson,bdybs-gold-cederna,3,U10,scheduled,,
g-0191,2027-06-14,18:00,"Deerfield Community Park North Field 310 S Industrial Park Rd, Deerfield, WI 53531",cambridge-blue-becker,deerfield-judkins,3,U10,scheduled,,
g-0192,2027-06-14,19:30,"Deerfield Community Park North Field 310 S Industrial Park Rd, Deerfield, WI 53531",cambridge-blue-becker,deerfield-judkins,3,U10,scheduled,,
g-0193,2027-06-14,18:00,"Racetrack Park, 900 Stoughton Rd, Edgerton, WI 53534",wisconsin-outlawz-travis,edgerton-bilhorn,3,U10 USA,scheduled,,
g-0194,2027-06-14,19:30,"Racetrack Park, 900 Stoughton Rd, Edgerton, WI 53534",wisconsin-outlawz-travis,edgerton-bilhorn,3,U10 USA,scheduled,,
g-0195,2027-06-14,18:00,"Lakeview Park 817 North Street Beaver Dam, WI 53916",waunakee-riek,bd-tornados-panetti-2,3,U10 USA,scheduled,,
g-0196,2027-06-14,19:30,"Lakeview Park 817 North Street Beaver Dam, WI 53916",waunakee-riek,bd-tornados-panetti-2,3,U10 USA,scheduled,,
g-0197,2027-06-15,17:45,"Ihde Field 810 Morgan St. Clyman, WI 53016",columbus-firebirds-rentmeester,clyman-niemuth,3,U12,scheduled,,
g-0198,2027-06-15,19:15,"Ihde Field 810 Morgan St. Clyman, WI 53016",columbus-firebirds-rentmeester,clyman-niemuth,3,U12,scheduled,,
g-0199,2027-06-15,17:45,Waunakee HIgh School softball fields Simon Crestway Waunakee WI,verona-wildcats-beringer,waunakee-purple-endres,3,U12,scheduled,,
g-0200,2027-06-15,19:15,Waunakee HIgh School softball fields Simon Crestway Waunakee WI,verona-wildcats-beringer,waunakee-purple-endres,3,U12,scheduled,,
g-0201,2027-06-15,17:45,"Meister Park 337 Middleton St, Columbus, WI 53925",milton-wildcats-popp,columbus-firebirds-11u-wiemer,3,U12,scheduled,,
g-0202,2027-06-15,19:15,"Meister Park 337 Middleton St, Columbus, WI 53925",milton-wildcats-popp,columbus-firebirds-11u-wiemer,3,U12,scheduled,,
g-0203,2027-06-15,17:45,"South Goodrich Park 700 E High Street Milton, WI 53563",janesville-cyclones-klemencic,milton-wildcats-palan,3,U12,scheduled,,
g-0204,2027-06-15,19:15,"South Goodrich Park 700 E High Street Milton, WI 53563",janesville-cyclones-klemencic,milton-wildcats-palan,3,U12,scheduled,,
g-0205,2027-06-15,17:45,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",edgerton-black-ames,sp-savage-hansbro,3,U12,scheduled,,
g-0206,2027-06-15,19:15,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",edgerton-black-ames,sp-savage-hansbro,3,U12,scheduled,,
g-0207,2027-06-15,17:45,"East Madison Little League; 1010 North St, Madison, WI 53704",verona-wildcats-borelli,east-madison-muir,3,U12,scheduled,,
g-0208,2027-06-15,19:15,"East Madison Little League; 1010 North St, Madison, WI 53704",verona-wildcats-borelli,east-madison-muir,3,U12,scheduled,,
g-0209,2027-06-15,17:45,"Doubledays 4586 Baxter Rd, Cottage Grove, WI 53527",cottage-grove-mordini,siren-softball-ashwill,3,U12,scheduled,,
g-0210,2027-06-15,19:15,"Doubledays 4586 Baxter Rd, Cottage Grove, WI 53527",cottage-grove-mordini,siren-softball-ashwill,3,U12,scheduled,,
g-0211,2027-06-15,17:45,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",fort-jbs-telfer,lm-rec-blm-boettcher-2,3,U12,scheduled,,
g-0212,2027-06-15,19:15,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",fort-jbs-telfer,lm-rec-blm-boettcher-2,3,U12,scheduled,,
g-0213,2027-06-15,17:45,Brandt Quirk,jefferson-gold-smith,watertown-thunder-blue-johnson,3,U12,scheduled,,
g-0214,2027-06-15,19:15,Brandt Quirk,jefferson-gold-smith,watertown-thunder-blue-johnson,3,U12,scheduled,,
g-0215,2027-06-15,17:45,Fort Atkinson High School 925 Lexington Blvd,lakeside-dremler,fort-jbs-grady,3,U12,scheduled,,
g-0216,2027-06-15,19:15,Fort Atkinson High School 925 Lexington Blvd,lakeside-dremler,fort-jbs-grady,3,U12,scheduled,,
g-0217,2027-06-15,17:45,"Deerfield High School Softball Field 300 Simonson Blvd, Deerfield, WI 53531",edgerton-red-knoeck,deerfield-brobston,3,U12,scheduled,,
g-0218,2027-06-15,19:15,"Deerfield High School Softball Field 300 Simonson Blvd, Deerfield, WI 53531",edgerton-red-knoeck,deerfield-brobston,3,U12,scheduled,,
g-0219,2027-06-15,17:45,"Johnson Creek High School 455 Aztalan St. Johnson Creek, WI 53039",farmington-flames,johnson-creek-bluejays-toebe,3,U12,scheduled,,
g-0220,2027-06-15,19:15,"Johnson Creek High School 455 Aztalan St. Johnson Creek, WI 53039",farmington-flames,johnson-creek-bluejays-toebe,3,U12,scheduled,,
g-0221,2027-06-15,17:45,"Field of Dreams 710 Lone Pine Way, Verona, WI 53593",oregon-orange-madden,verona-hand,3,U12,scheduled,,
g-0222,2027-06-15,19:15,"Field of Dreams 710 Lone Pine Way, Verona, WI 53593",oregon-orange-madden,verona-hand,3,U12,scheduled,,
g-0223,2027-06-15,17:45,Riverfront Park S. Wisconsin Dr,waterloo-skalitzky,jefferson-maroon-havill,3,U12,scheduled,,
g-0224,2027-06-15,19:15,Riverfront Park S. Wisconsin Dr,waterloo-skalitzky,jefferson-maroon-havill,3,U12,scheduled,,
g-0225,2027-06-15,17:45,"504 De Clark St Beaver Dam, WI 53916",marshall-peterson,bdybs-gold-devitt,3,U12,scheduled,,
g-0226,2027-06-15,19:15,"504 De Clark St Beaver Dam, WI 53916",marshall-peterson,bdybs-gold-devitt,3,U12,scheduled,,
g-0227,2027-06-15,17:45,"Cambridge High School, 403 Blue Jay Way",lm-rec-blm-tellefson,cambridge-rehr,3,U12,scheduled,,
g-0228,2027-06-15,19:15,"Cambridge High School, 403 Blue Jay Way",lm-rec-blm-tellefson,cambridge-rehr,3,U12,scheduled,,
g-0229,2027-06-16,18:00,"Doubledays 4586 Baxter Rd Cottage Grove, WI 53527",cambridge-becker,wisconsin-outlawz-damon,3,U8 Live,scheduled,,
g-0230,2027-06-16,18:00,"Stueber Field 810 Morgan St - Clyman, WI 53016",jc-yellow-jackets-tonies,clyman-mcfarland,3,U8 Live,scheduled,,
g-0231,2027-06-16,18:00,"Converse Park 408 Best Built Pkwy Marshall, WI",mcfarland-spartans-blue-mccullick,marshall-lannoy,3,U8 Live,scheduled,,
g-0232,2027-06-16,18:00,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",columbus-red-farrington,lm-rec-blm-zimmermann,3,U8 Live,scheduled,,
g-0233,2027-06-16,18:00,"Meister Park 337 Middleton St, Columbus, WI 53925",lm-rec-blm-schultz,columbus-white-breitsprecker,3,U8 Live,scheduled,,
g-0234,2027-06-16,18:00,Stoughton JV Park,mcfarland-spartans-white-schuchardt,stoughton-schroerluke,3,U8 Live,scheduled,,
g-0235,2027-06-16,18:00,"Meister Park 337 Middleton St, Columbus, WI 53925",waterloo-hennessy,columbus-firebirds-volesky,3,U8 Live,scheduled,,
g-0236,2027-06-16,18:00,504 De Clark St Beaver Dam. WI 53916,johnson-creek-yellow-jackets-fredrick,bdybs-rookies-gold-caves,3,U8 Live,scheduled,,
g-0237,2027-06-16,17:30,"Stueber Field 810 Morgan St. - Clyman, WI 53016",bdybs-gold-monheim,clyman-schuett,3,U8 Mach,scheduled,,
g-0238,2027-06-16,17:30,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",cottage-grove-ress,lake-mills-rec-hoffman-colvin-johnson,3,U8 Mach,scheduled,,
g-0239,2027-06-16,17:30,Fort Atkinson High School 925 Lexington Blvd,bdybs-green-kahler,fort-jbs-scuglik,3,U8 Mach,scheduled,,
g-0240,2027-06-16,17:30,"Deerfield Fireman's Park Softball Field 5, Park Dr, Deerfield, WI 53531",marshall-munson,deerfield-schroedl,3,U8 Mach,scheduled,,
g-0241,2027-06-16,17:30,Riverfront Park 589-729 S Wisconsin Dr Jefferson 53549,johnson-creek-bluejays-tbd,jefferson-bente,3,U8 Mach,scheduled,,
g-0242,2027-06-16,17:30,"Cambridge High School, 403 Blue Jay Way",stoughton-thompson,cambridge-klemp,3,U8 Mach,scheduled,,
g-0243,2027-06-16,19:00,Lake Country Lutheran High School 401 campus dr hartland wi 53029,waterloo-schaumann,lake-country-thunder-white-merritt,3,uHigh,scheduled,,
g-0244,2027-06-16,19:00,Riverfront Park. 729 S. Wisconsin Drive,columbus-rake,jefferson-smith,3,uHigh,scheduled,,
g-0245,2027-06-16,19:00,"Field of Dreams 710 Lone Pine Way, Verona, WI 53593",hartford-velocity-lecher,verona-wildcats-graber,3,uHigh,scheduled,,
g-0246,2027-06-16,19:00,Fort Atkinson High School 925 Lexington Blvd,watertown-thunder-hisel-2,fort-jbs-fehrman,3,uHigh,scheduled,,
g-0247,2027-06-17,17:45,Lakeview Park North St. Beaver Dam,janesville-cougars-forrest,bd-tornados-meyers,3,U14,scheduled,,
g-0248,2027-06-17,19:15,Lakeview Park North St. Beaver Dam,janesville-cougars-forrest,bd-tornados-meyers,3,U14,scheduled,,
g-0249,2027-06-17,17:45,"Oregon Jaycee Park 275 N Perry Pkwy Oregon, WI 53575",siren-softball-roe,oregon-black-hubert,3,U14,scheduled,,
g-0250,2027-06-17,19:15,"Oregon Jaycee Park 275 N Perry Pkwy Oregon, WI 53575",siren-softball-roe,oregon-black-hubert,3,U14,scheduled,,
g-0251,2027-06-17,17:45,"Converse Park 408 Best Built Pkwy. Marshall, WI",fort-jbs-unate,marshall-fisher,3,U14,scheduled,,
g-0252,2027-06-17,19:15,"Converse Park 408 Best Built Pkwy. Marshall, WI",fort-jbs-unate,marshall-fisher,3,U14,scheduled,,
g-0253,2027-06-17,17:45,"DeForest Athletic Complex - Kwik Trip 6751 River Rd, DeForest, WI 53532",east-madison-mueller,windsor-heat-inferno-prusakiewicz,3,U14,scheduled,,
g-0254,2027-06-17,19:15,"DeForest Athletic Complex - Kwik Trip 6751 River Rd, DeForest, WI 53532",east-madison-mueller,windsor-heat-inferno-prusakiewicz,3,U14,scheduled,,
g-0255,2027-06-17,17:45,"Racetrack Park, 900 Stoughton Rd, Edgerton, WI 53534",verona-wildcats-brooks,edgerton-ducher,3,U14,scheduled,,
g-0256,2027-06-17,19:15,"Racetrack Park, 900 Stoughton Rd, Edgerton, WI 53534",verona-wildcats-brooks,edgerton-ducher,3,U14,scheduled,,
g-0257,2027-06-17,17:45,"Riverfront Park, Diamond 2",deerfield-fankhauser,jefferson-lipshetz,3,U14,scheduled,,
g-0258,2027-06-17,19:15,"Riverfront Park, Diamond 2",deerfield-fankhauser,jefferson-lipshetz,3,U14,scheduled,,
g-0259,2027-06-17,17:45,"Brandt-Quirk Park - 800 Carriage Hill Dr, Watertown, WI 53098",deerfield-halverson,watertown-thunder-hisel,3,U14,scheduled,,
g-0260,2027-06-17,19:15,"Brandt-Quirk Park - 800 Carriage Hill Dr, Watertown, WI 53098",deerfield-halverson,watertown-thunder-hisel,3,U14,scheduled,,
g-0261,2027-06-17,17:45,100 S Wuthering Hills Dr Janesville Wi 53546,columbus-firebirds-berget,janesville-cyclones-forest,3,U14,scheduled,,
g-0262,2027-06-17,19:15,100 S Wuthering Hills Dr Janesville Wi 53546,columbus-firebirds-berget,janesville-cyclones-forest,3,U14,scheduled,,
g-0263,2027-06-17,17:45,"504 Declark St Beaver Dam, WI 53916",farmington-flames-gates,bdybs-juniors-gold-pogorelec,3,U14,scheduled,,
g-0264,2027-06-17,19:15,"504 Declark St Beaver Dam, WI 53916",farmington-flames-gates,bdybs-juniors-gold-pogorelec,3,U14,scheduled,,
g-0265,2027-06-21,18:00,"Ihde Field 810 Morgan St. - Clyman, WI 53016",columbus-firebirds-guerrero,clyman-quest,4,U10,scheduled,,
g-0266,2027-06-21,19:30,"Ihde Field 810 Morgan St. - Clyman, WI 53016",columbus-firebirds-guerrero,clyman-quest,4,U10,scheduled,,
g-0267,2027-06-21,18:00,"Converse Park 408 Best Built Pkwy Marshall, WI",east-madison-kratz,marshall-sellnow-nate-kleinschmidt,4,U10,scheduled,,
g-0268,2027-06-21,19:30,"Converse Park 408 Best Built Pkwy Marshall, WI",east-madison-kratz,marshall-sellnow-nate-kleinschmidt,4,U10,scheduled,,
g-0269,2027-06-21,18:00,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",windsor-heat-ignite-grundahl,cg-white-nelson,4,U10,scheduled,,
g-0270,2027-06-21,19:30,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",windsor-heat-ignite-grundahl,cg-white-nelson,4,U10,scheduled,,
g-0271,2027-06-21,18:00,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",jefferson-pratt,lm-rec-blm-boettcher,4,U10,scheduled,,
g-0272,2027-06-21,19:30,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",jefferson-pratt,lm-rec-blm-boettcher,4,U10,scheduled,,
g-0273,2027-06-21,18:00,Fort Atkinson High School 925 Lexington Blvd,oregon-black-sweeny,fort-jbs-starks,4,U10,scheduled,,
g-0274,2027-06-21,19:30,Fort Atkinson High School 925 Lexington Blvd,oregon-black-sweeny,fort-jbs-starks,4,U10,scheduled,,
g-0275,2027-06-21,18:00,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",waunakee-purple-hoffman,waunakee-2-hoffmann,4,U10,scheduled,,
g-0276,2027-06-21,19:30,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",waunakee-purple-hoffman,waunakee-2-hoffmann,4,U10,scheduled,,
g-0277,2027-06-21,18:00,Jefferson River Front Park,johnson-creek-bluejays-goulet,jefferson-messman,4,U10,scheduled,,
g-0278,2027-06-21,19:30,Jefferson River Front Park,johnson-creek-bluejays-goulet,jefferson-messman,4,U10,scheduled,,
g-0279,2027-06-21,18:00,"Deerfield Community Park North Field 310 S Industrial Park Rd, Deerfield, WI 53531",oregon-orange-hegg,deerfield-judkins,4,U10,scheduled,,
g-0280,2027-06-21,19:30,"Deerfield Community Park North Field 310 S Industrial Park Rd, Deerfield, WI 53531",oregon-orange-hegg,deerfield-judkins,4,U10,scheduled,,
g-0281,2027-06-21,18:00,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",waunakee-3-o-connell,waunakee-1-sheahan,4,U10,scheduled,,
g-0282,2027-06-21,19:30,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",waunakee-3-o-connell,waunakee-1-sheahan,4,U10,scheduled,,
g-0283,2027-06-21,18:00,"Waunakee High School 1001 South Street Waunakee, WI 53597",waunakee-white-schneider,wauankee-4-koga,4,U10,scheduled,,
g-0284,2027-06-21,19:30,"Waunakee High School 1001 South Street Waunakee, WI 53597",waunakee-white-schneider,wauankee-4-koga,4,U10,scheduled,,
g-0285,2027-06-21,18:00,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",marshall-altenberger,cg-navy-waltz,4,U10,scheduled,,
g-0286,2027-06-21,19:30,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",marshall-altenberger,cg-navy-waltz,4,U10,scheduled,,
g-0287,2027-06-21,18:00,"LakeView Park 1001 North St. Beaver Dam, WI 53916",columbus-red-simerson,bd-tornados-gold-schaalma,4,U10,scheduled,,
g-0288,2027-06-21,19:30,"LakeView Park 1001 North St. Beaver Dam, WI 53916",columbus-red-simerson,bd-tornados-gold-schaalma,4,U10,scheduled,,
g-0289,2027-06-21,18:00,"Brandt-Quirk Park, 800 Carriage Hill Dr, Watertown, WI 53098",lm-rec-blm-white,watertown-thunder-kleine,4,U10,scheduled,,
g-0290,2027-06-21,19:30,"Brandt-Quirk Park, 800 Carriage Hill Dr, Watertown, WI 53098",lm-rec-blm-white,watertown-thunder-kleine,4,U10,scheduled,,
g-0291,2027-06-21,18:00,"Waterloo Fireman's Park 500 Park Avenue Waterloo, WI 53594",bdybs-gold-cederna,waterloo-zimmermann,4,U10,scheduled,,
g-0292,2027-06-21,19:30,"Waterloo Fireman's Park 500 Park Avenue Waterloo, WI 53594",bdybs-gold-cederna,waterloo-zimmermann,4,U10,scheduled,,
g-0293,2027-06-21,18:00,"Cambridge High School, 403 Blue Jay Way",cambridge-white-johnson,cambridge-blue-becker,4,U10,scheduled,,
g-0294,2027-06-21,19:30,"Cambridge High School, 403 Blue Jay Way",cambridge-white-johnson,cambridge-blue-becker,4,U10,scheduled,,
g-0295,2027-06-21,18:00,Cambridge High School or Deefield Community Parks,bd-tornados-panetti-2,wisconsin-outlawz-travis,4,U10 USA,scheduled,,
g-0296,2027-06-21,19:30,Cambridge High School or Deefield Community Parks,bd-tornados-panetti-2,wisconsin-outlawz-travis,4,U10 USA,scheduled,,
g-0297,2027-06-21,18:00,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",rock-river-stix-pryne,waunakee-riek,4,U10 USA,scheduled,,
g-0298,2027-06-21,19:30,"Waunakee High School Softball Fields 1001 South Street Waunakee, WI 53597",rock-river-stix-pryne,waunakee-riek,4,U10 USA,scheduled,,
g-0299,2027-06-22,17:45,"South Goodrich Park 700 E High Street Milton, WI 53563",clyman-niemuth,milton-wildcats-popp,4,U12,scheduled,,
g-0300,2027-06-22,19:15,"South Goodrich Park 700 E High Street Milton, WI 53563",clyman-niemuth,milton-wildcats-popp,4,U12,scheduled,,
g-0301,2027-06-22,17:45,Brandt Quirk,jefferson-maroon-havill,watertown-thunder-blue-johnson,4,U12,scheduled,,
g-0302,2027-06-22,19:15,Brandt Quirk,jefferson-maroon-havill,watertown-thunder-blue-johnson,4,U12,scheduled,,
g-0303,2027-06-22,17:45,"East Madison Little League; 1010 North St, Madison, WI 53704",verona-wildcats-beringer,east-madison-muir,4,U12,scheduled,,
g-0304,2027-06-22,19:15,"East Madison Little League; 1010 North St, Madison, WI 53704",verona-wildcats-beringer,east-madison-muir,4,U12,scheduled,,
g-0305,2027-06-22,17:45,Waunakee HIgh School softball fields Simon Crestway Waunakee WI,oregon-orange-madden,waunakee-purple-endres,4,U12,scheduled,,
g-0306,2027-06-22,19:15,Waunakee HIgh School softball fields Simon Crestway Waunakee WI,oregon-orange-madden,waunakee-purple-endres,4,U12,scheduled,,
g-0307,2027-06-22,17:45,"100 S Wuthering Hills Dr Janesville, WI 53546",columbus-firebirds-rentmeester,janesville-cyclones-klemencic,4,U12,scheduled,,
g-0308,2027-06-22,19:15,"100 S Wuthering Hills Dr Janesville, WI 53546",columbus-firebirds-rentmeester,janesville-cyclones-klemencic,4,U12,scheduled,,
g-0309,2027-06-22,17:45,"Racetrack Park, 900 Stoughton Rd, Edgerton, WI 53534",siren-softball-ashwill,edgerton-black-ames,4,U12,scheduled,,
g-0310,2027-06-22,19:15,"Racetrack Park, 900 Stoughton Rd, Edgerton, WI 53534",siren-softball-ashwill,edgerton-black-ames,4,U12,scheduled,,
g-0311,2027-06-22,17:45,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",cambridge-rehr,lm-rec-blm-boettcher-2,4,U12,scheduled,,
g-0312,2027-06-22,19:15,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",cambridge-rehr,lm-rec-blm-boettcher-2,4,U12,scheduled,,
g-0313,2027-06-22,17:45,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",lakeside-dremler,lm-rec-blm-tellefson,4,U12,scheduled,,
g-0314,2027-06-22,19:15,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",lakeside-dremler,lm-rec-blm-tellefson,4,U12,scheduled,,
g-0315,2027-06-22,17:45,Fort Atkinson High School 925 Lexington Blvd,fort-jbs-telfer,fort-jbs-grady,4,U12,scheduled,,
g-0316,2027-06-22,19:15,Fort Atkinson High School 925 Lexington Blvd,fort-jbs-telfer,fort-jbs-grady,4,U12,scheduled,,
g-0317,2027-06-22,17:45,"Meister Park 337 Middleton St, Columbus, WI 53925",marshall-peterson,columbus-firebirds-11u-wiemer,4,U12,scheduled,,
g-0318,2027-06-22,19:15,"Meister Park 337 Middleton St, Columbus, WI 53925",marshall-peterson,columbus-firebirds-11u-wiemer,4,U12,scheduled,,
g-0319,2027-06-22,17:45,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",edgerton-red-knoeck,sp-savage-hansbro,4,U12,scheduled,,
g-0320,2027-06-22,19:15,"Northlawn Park 900 N Parkview St. Cottage Grove, WI 53527",edgerton-red-knoeck,sp-savage-hansbro,4,U12,scheduled,,
g-0321,2027-06-22,17:45,"Deerfield High School Softball Field 300 Simonson Blvd, Deerfield, WI 53531",cottage-grove-mordini,deerfield-brobston,4,U12,scheduled,,
g-0322,2027-06-22,19:15,"Deerfield High School Softball Field 300 Simonson Blvd, Deerfield, WI 53531",cottage-grove-mordini,deerfield-brobston,4,U12,scheduled,,
g-0323,2027-06-22,17:45,"Riverfront Park 588-729 Wisconsin Drive, Jefferson",johnson-creek-bluejays-toebe,jefferson-gold-smith,4,U12,scheduled,,
g-0324,2027-06-22,19:15,"Riverfront Park 588-729 Wisconsin Drive, Jefferson",johnson-creek-bluejays-toebe,jefferson-gold-smith,4,U12,scheduled,,
g-0325,2027-06-22,17:45,"Field of Dreams 710 Lone Pine Way, Verona, WI 53593",verona-hand,verona-wildcats-borelli,4,U12,scheduled,,
g-0326,2027-06-22,19:15,"Field of Dreams 710 Lone Pine Way, Verona, WI 53593",verona-hand,verona-wildcats-borelli,4,U12,scheduled,,
g-0327,2027-06-22,17:45,"Waterloo Fireman's Park 500 Park Avenue Waterloo, WI 53594",farmington-flames,waterloo-skalitzky,4,U12,scheduled,,
g-0328,2027-06-22,19:15,"Waterloo Fireman's Park 500 Park Avenue Waterloo, WI 53594",farmington-flames,waterloo-skalitzky,4,U12,scheduled,,
g-0329,2027-06-22,17:45,"South Goodrich Park 700 E High Street Milton, WI 53563",bdybs-gold-devitt,milton-wildcats-palan,4,U12,scheduled,,
g-0330,2027-06-22,19:15,"South Goodrich Park 700 E High Street Milton, WI 53563",bdybs-gold-devitt,milton-wildcats-palan,4,U12,scheduled,,
g-0331,2027-06-23,18:00,"Waubesa Intermediate School Softball Complex 5605 Red Oak Trail McFarland, WI 53558",wisconsin-outlawz-damon,mcfarland-spartans-white-schuchardt,4,U8 Live,scheduled,,
g-0332,2027-06-23,18:00,"Concord Field: W1240 Concord Center Dr., Sullivan, WI",bd-tornados-panetti,jc-yellow-jackets-tonies,4,U8 Live,scheduled,,
g-0333,2027-06-23,18:00,"Converse Park 408 Best Built Pkwy Marshall, WI",cambridge-becker,marshall-lannoy,4,U8 Live,scheduled,,
g-0334,2027-06-23,18:00,"Waterloo Fireman's Park 500 Park Avenue Waterloo, WI 53594",lm-rec-blm-zimmermann,waterloo-hennessy,4,U8 Live,scheduled,,
g-0335,2027-06-23,18:00,"Meister Park 337 Middleton St, Columbus, WI 53925",lm-rec-blm-schultz,columbus-firebirds-volesky,4,U8 Live,scheduled,,
g-0336,2027-06-23,18:00,"Meister Park 337 Middleton St, Columbus, WI 53925",columbus-red-farrington,columbus-white-breitsprecker,4,U8 Live,scheduled,,
g-0337,2027-06-23,18:00,Stoughton JV Park,mcfarland-spartans-blue-mccullick,stoughton-schroerluke,4,U8 Live,scheduled,,
g-0338,2027-06-23,18:00,"Stueber Field 810 Morgan St - Clyman, WI 53016",bdybs-rookies-gold-caves,clyman-mcfarland,4,U8 Live,scheduled,,
g-0339,2027-06-23,17:30,Fort Atkinson High School 925 Lexington Blvd,clyman-schuett,fort-jbs-scuglik,4,U8 Mach,scheduled,,
g-0340,2027-06-23,17:30,"Rotary Park 191 Sandy Beach Rd, Lake Mills, WI 53551",marshall-munson,lake-mills-rec-hoffman-colvin-johnson,4,U8 Mach,scheduled,,
g-0341,2027-06-23,17:30,"Racetrack Park Racetrack Road Stoughton, WI 53589",deerfield-schroedl,stoughton-thompson,4,U8 Mach,scheduled,,
g-0342,2027-06-23,17:30,"Johnson Creek High School, 455 Aztalan St. Johnson Creek, WI",bdybs-gold-monheim,johnson-creek-bluejays-tbd,4,U8 Mach,scheduled,,
g-0343,2027-06-23,17:30,"504 De Clark St Beaver Dam, WI 53916",waterloo-tbd,bdybs-green-kahler,4,U8 Mach,scheduled,,
g-0344,2027-06-23,17:30,"Cambridge High School, 403 Blue Jay Way",cottage-grove-ress,cambridge-klemp,4,U8 Mach,scheduled,,
g-0345,2027-06-23,19:00,Lake Country Lutheran High School 401 campus dr hartland wi 53029,verona-wildcats-graber,lake-country-thunder-white-merritt,4,uHigh,scheduled,,
g-0346,2027-06-23,19:00,"Waterloo Fireman's Park 500 Park Avenue Waterloo, WI 53594",jefferson-smith,waterloo-schaumann,4,uHigh,scheduled,,
g-0347,2027-06-23,19:00,"Independence Park 808 S Wilson Ave, Hartford, WI 53027",watertown-thunder-hisel-2,hartford-velocity-lecher,4,uHigh,scheduled,,
g-0348,2027-06-23,19:00,"Meister Park 337 Middleton St, Columbus, WI 53925",fort-jbs-fehrman,columbus-rake,4,uHigh,scheduled,,
g-0349,2027-06-24,17:45,"Farmington W3027 CTY B, Watertown",bd-tornados-meyers,farmington-flames-gates,4,U14,scheduled,,
g-0350,2027-06-24,19:15,"Farmington W3027 CTY B, Watertown",bd-tornados-meyers,farmington-flames-gates,4,U14,scheduled,,
